TubeNo,ShaftNo,TB1,TB2,TB3,TC1,TC2,TC3,TD1,TD2,TD3,SA1,SA2,SA3,SB1,SB2,SB3,SC1,SC2,SC3,BallGrade,BallSize
A0067885B3 171958 T0358A 200910,A0067885B3 171958 S0358A 200910,16.548,16.552,16.539,16.515,16.503,16.502,16.537,16.512,16.524,24.861,24.856,24.858,24.872,24.872,24.87,24.859,24.863,24.858,10,4.192
A0067885B3 171958 T0359A 200910,A0067885B3 171958 S0359A 200910,16.56,16.575,16.553,16.541,16.525,16.518,16.558,16.525,16.536,24.856,24.858,24.857,24.864,24.872,24.864,24.855,24.861,24.856,0,4.169
A0067885B3 171958 T0360A 200910,A0067885B3 171958 S0360A 200910,16.523,16.555,16.525,16.483,16.488,16.475,16.507,16.483,16.509,24.86,24.863,24.857,24.872,24.878,24.872,24.861,24.867,24.858,2,4.175
A0067885B3 171958 T0361A 200910,A0067885B3 171958 S0361A 200910,16.551,16.557,16.556,16.555,16.518,16.563,16.563,16.55,16.574,24.866,24.86,24.859,24.873,24.876,24.872,24.862,24.862,24.859,10,4.192
A0067885B3 171958 T0362A 200910,A0067885B3 171958 S0362A 200910,16.553,16.562,16.542,16.548,16.538,16.53,16.567,16.553,16.55,24.867,24.861,24.858,24.876,24.877,24.875,24.869,24.867,24.864,0,4.169
A0067885B3 171958 T0363A 200910,A0067885B3 171958 S0363A 200910,16.542,16.577,16.564,16.533,16.552,16.546,16.563,16.558,16.563,24.862,24.861,24.857,24.871,24.876,24.871,24.859,24.862,24.857,0,4.169
A0067885B3 171958 T0364A 200910,A0067885B3 171958 S0364A 200910,16.545,16.573,16.552,16.527,16.542,16.557,16.548,16.555,16.575,24.858,24.858,24.854,24.866,24.871,24.868,24.861,24.864,24.858,10,4.192
A0067885B3 171958 T0365A 200910,A0067885B3 171958 S0365A 200910,16.548,16.553,16.566,16.54,16.514,16.537,16.545,16.554,16.539,24.867,24.868,24.864,24.878,24.881,24.877,24.865,24.867,24.865,0,4.169
A0067885B3 171958 T0366A 200910,A0067885B3 171958 S0366A 200910,16.539,16.558,16.534,16.532,16.484,16.52,16.552,16.499,16.551,24.865,24.862,24.859,24.872,24.878,24.874,24.864,24.864,24.861,2,4.175
A0067885B3 171958 T0367A 200910,A0067885B3 171958 S0367A 200910,16.554,16.581,16.554,16.558,16.546,16.543,16.575,16.559,16.566,24.855,24.854,24.858,24.87,24.871,24.873,24.861,24.86,24.86,10,4.192
A0067885B3 171958 T0368A 200910,A0067885B3 171958 S0368A 200910,16.556,16.582,16.547,16.568,16.536,16.531,16.589,16.535,16.559,24.863,24.863,24.856,24.873,24.877,24.873,24.861,24.865,24.859,0,4.169
A0067885B3 171958 T0369A 200910,A0067885B3 171958 S0369A 200910,16.543,16.55,16.543,16.55,16.495,16.536,16.571,16.52,16.545,24.868,24.863,24.86,24.875,24.877,24.873,24.863,24.864,24.859,2,4.175
A0067885B3 171958 T0370A 200910,A0067885B3 171958 S0370A 200910,16.523,16.54,16.53,16.476,16.482,16.493,16.503,16.487,16.518,24.861,24.861,24.857,24.872,24.877,24.873,24.862,24.862,24.86,10,4.192
A0067885B3 171958 T0371A 200910,A0067885B3 171958 S0371A 200910,16.52,16.577,16.552,16.497,16.542,16.567,16.543,16.561,16.565,24.853,24.852,24.849,24.858,24.861,24.859,24.85,24.854,24.839,0,4.169
A0067885B3 171958 T0372A 200910,A0067885B3 171958 S0372A 200910,16.536,16.545,16.526,16.498,16.471,16.489,16.526,16.473,16.528,24.866,24.861,24.857,24.873,24.878,24.87,24.863,24.863,24.859,2,4.175
A0067885B3 171958 T0373A 200910,A0067885B3 171958 S0373A 200910,16.536,16.588,16.539,16.532,16.541,16.524,16.557,16.554,16.537,24.864,24.861,24.857,24.876,24.878,24.875,24.862,24.867,24.86,7,4.186
A0067885B3 171958 T0374A 200910,A0067885B3 171958 S0374A 200910,16.559,16.574,16.536,16.569,16.514,16.538,16.573,16.552,16.542,24.863,24.862,24.856,24.873,24.879,24.871,24.86,24.865,24.856,0,4.169
A0067885B3 171958 T0375A 200910,A0067885B3 171958 S0375A 200910,16.549,16.571,16.539,16.555,16.522,16.537,16.559,16.55,16.56,24.854,24.853,24.849,24.862,24.866,24.868,24.852,24.856,24.851,2,4.175
A0067885B3 171958 T0376A 200910,A0067885B3 171958 S0376A 200910,16.544,16.582,16.55,16.544,16.534,16.543,16.553,16.551,16.565,24.859,24.858,24.855,24.87,24.871,24.872,24.858,24.86,24.859,7,4.186
A0067885B3 171958 T0377A 200910,A0067885B3 171958 S0377A 200910,16.561,16.569,16.563,16.558,16.517,16.573,16.576,16.524,16.564,24.863,24.859,24.854,24.872,24.878,24.871,24.863,24.865,24.86,1,4.172
A0067885B3 171958 T0378A 200910,A0067885B3 171958 S0378A 200910,16.538,16.566,16.524,16.537,16.506,16.512,16.561,16.513,16.543,24.856,24.851,24.85,24.862,24.869,24.863,24.851,24.856,24.85,2,4.175
A0067885B3 171958 T0379A 200910,A0067885B3 171958 S0379A 200910,16.557,16.568,16.534,16.552,16.556,16.52,16.564,16.569,16.554,24.857,24.856,24.851,24.865,24.869,24.865,24.855,24.856,24.851,7,4.186
A0067885B3 171958 T0380A 200910,A0067885B3 171958 S0380A 200910,16.537,16.572,16.554,16.513,16.582,16.56,16.549,16.59,16.571,24.863,24.861,24.857,24.873,24.878,24.871,24.86,24.863,24.857,0,4.169
A0067885B3 171958 T0381A 200910,A0067885B3 171958 S0381A 200910,16.55,16.58,16.549,16.529,16.564,16.527,16.547,16.573,16.554,24.867,24.865,24.862,24.876,24.878,24.875,24.859,24.864,24.86,0,4.169
A0067885B3 171958 T0382A 200910,A0067885B3 171958 S0382A 200910,16.555,16.573,16.542,16.535,16.516,16.508,16.546,16.523,16.54,24.864,24.862,24.86,24.87,24.874,24.872,24.859,24.861,24.857,7,4.186
A0067885B3 171958 T0383A 200910,A0067885B3 171958 S0383A 200910,16.522,16.568,16.531,16.521,16.494,16.514,16.543,16.502,16.543,24.863,24.861,24.856,24.868,24.873,24.868,24.858,24.86,24.854,0,4.169
A0067885B3 171958 T0384A 200910,A0067885B3 171958 S0384A 200910,16.534,16.572,16.559,16.523,16.523,16.561,16.547,16.546,16.571,24.868,24.863,24.86,24.876,24.879,24.875,24.865,24.865,24.861,1,4.172
A0067885B3 171958 T0385A 200910,A0067885B3 171958 S0385A 200910,16.533,16.567,16.54,16.515,16.5,16.539,16.541,16.518,16.549,24.857,24.856,24.853,24.868,24.87,24.866,24.856,24.857,24.854,7,4.186
A0067885B3 171958 T0386A 200910,A0067885B3 171958 S0386A 200910,16.539,16.574,16.541,16.541,16.547,16.535,16.571,16.549,16.55,24.866,24.863,24.86,24.875,24.876,24.874,24.865,24.863,24.861,0,4.169
A0067885B3 171958 T0387A 200910,A0067885B3 171958 S0387A 200910,16.566,16.57,16.536,16.564,16.544,16.523,16.564,16.566,16.559,24.867,24.865,24.86,24.874,24.878,24.873,24.863,24.862,24.861,2,4.175
A0067885B3 171958 T0388A 200910,A0067885B3 171958 S0388A 200910,16.553,16.574,16.544,16.546,16.534,16.532,16.558,16.53,16.572,24.853,24.852,24.853,24.862,24.87,24.864,24.869,24.877,24.87,7,4.186
A0067885B3 171958 T0389A 200910,A0067885B3 171958 S0389A 200910,16.538,16.55,16.552,16.521,16.522,16.552,16.552,16.525,16.573,24.865,24.866,24.863,24.868,24.879,24.873,24.871,24.875,24.872,2,4.175
A0067885B3 171958 T0390A 200910,A0067885B3 171958 S0390A 200910,16.565,16.591,16.529,16.571,16.564,16.524,16.574,16.58,16.557,24.867,24.864,24.862,24.873,24.876,24.874,24.876,24.879,24.878,2,4.175
A0067885B3 171958 T0391A 200910,A0067885B3 171958 S0391A 200910,16.547,16.543,16.547,16.513,16.478,16.497,16.531,16.493,16.52,24.867,24.863,24.861,24.877,24.881,24.877,24.869,24.881,24.871,7,4.186
A0067885B3 171958 T0392A 200910,A0067885B3 171958 S0392A 200910,16.527,16.584,16.513,16.528,16.507,16.506,16.539,16.513,16.538,24.867,24.863,24.86,24.873,24.877,24.87,24.867,24.874,24.87,2,4.175
A0067885B3 171958 T0393A 200910,A0067885B3 171958 S0393A 200910,16.548,16.58,16.546,16.548,16.546,16.554,16.562,16.575,16.563,24.86,24.862,24.856,24.868,24.876,24.87,24.865,24.868,24.862,1,4.172
A0067885B3 171958 T0394A 200910,A0067885B3 171958 S0394A 200910,16.529,16.564,16.571,16.531,16.5,16.572,16.546,16.514,16.538,24.858,24.854,24.852,24.862,24.868,24.864,24.868,24.874,24.868,7,4.186
A0067885B3 171958 T0395A 200910,A0067885B3 171958 S0395A 200910,16.531,16.576,16.524,16.525,16.494,16.517,16.55,16.505,16.544,24.862,24.859,24.855,24.867,24.872,24.869,24.867,24.874,24.868,0,4.169
A0067885B3 171958 T0396A 200910,A0067885B3 171958 S0396A 200910,16.543,16.556,16.565,16.528,16.535,16.555,16.567,16.539,16.569,24.86,24.86,24.856,24.869,24.872,24.87,24.866,24.866,24.863,2,4.175
A0067885B3 171958 T0397A 200910,A0067885B3 171958 S0397A 200910,16.55,16.548,16.554,16.54,16.499,16.551,16.541,16.533,16.563,24.856,24.855,24.851,24.86,24.866,24.862,24.869,24.876,24.873,7,4.186
A0067885B3 171958 T0398A 200910,A0067885B3 171958 S0398A 200910,16.534,16.548,16.56,16.512,16.484,16.577,16.543,16.495,16.576,24.865,24.863,24.862,24.872,24.875,24.874,24.862,24.87,24.86,2,4.175
A0067885B3 171958 T0399A 200910,A0067885B3 171958 S0399A 200910,16.533,16.579,16.539,16.555,16.525,16.556,16.574,16.546,16.57,24.855,24.853,24.846,24.862,24.865,24.861,24.869,24.87,24.861,2,4.175
A0067885B3 171958 T0400A 200910,A0067885B3 171958 S0400A 200910,16.547,16.541,16.528,16.523,16.505,16.477,16.544,16.51,16.505,24.862,24.858,24.856,24.866,24.871,24.866,24.866,24.868,24.87,10,4.192
A0067885B3 171958 T0401A 200910,A0067885B3 171958 S0401A 200910,16.519,16.563,16.515,16.505,16.504,16.476,16.538,16.502,16.507,24.868,24.864,24.859,24.878,24.88,24.876,24.877,24.879,24.875,2,4.175
A0067885B3 171958 T0402A 200910,A0067885B3 171958 S0402A 200910,16.553,16.572,16.543,16.58,16.535,16.519,16.595,16.553,16.525,24.858,24.857,24.856,24.87,24.873,24.869,24.868,24.878,24.87,1,4.172
A0067885B3 171958 T0403A 200910,A0067885B3 171958 S0403A 200910,16.536,16.569,16.549,16.538,16.547,16.527,16.564,16.554,16.554,24.861,24.857,24.853,24.868,24.873,24.87,24.865,24.874,24.867,7,4.186
A0067885B3 171958 T0404A 200910,A0067885B3 171958 S0404A 200910,16.537,16.56,16.557,16.53,16.501,16.553,16.573,16.506,16.56,24.86,24.853,24.851,24.864,24.866,24.868,24.859,24.865,24.859,0,4.169
A0067885B3 171958 T0405A 200910,A0067885B3 171958 S0405A 200910,16.534,16.543,16.558,16.517,16.483,16.53,16.55,16.493,16.543,24.854,24.852,24.846,24.858,24.86,24.86,24.859,24.863,24.859,2,4.175
A0067885B3 171958 T0406A 200910,A0067885B3 171958 S0406A 200910,16.554,16.562,16.553,16.558,16.519,16.513,16.571,16.523,16.536,24.862,24.863,24.856,24.872,24.878,24.872,24.868,24.876,24.868,7,4.186
A0067885B3 171958 T0407A 200910,A0067885B3 171958 S0407A 200910,16.52,16.562,16.534,16.501,16.492,16.512,16.528,16.508,16.537,24.861,24.858,24.852,24.87,24.874,24.869,24.867,24.874,24.87,0,4.169
A0067885B3 171958 T0408A 200910,A0067885B3 171958 S0408A 200910,16.539,16.568,16.538,16.53,16.54,16.522,16.55,16.539,16.553,24.865,24.863,24.858,24.877,24.877,24.873,24.873,24.88,24.871,2,4.175
A0067885B3 171958 T0409A 200910,A0067885B3 171958 S0409A 200910,16.556,16.558,16.525,16.551,16.515,16.518,16.564,16.516,16.55,24.864,24.862,24.859,24.869,24.874,24.867,24.865,24.875,24.868,7,4.186
A0067885B3 171958 T0410A 200910,A0067885B3 171958 S0410A 200910,16.544,16.586,16.531,16.527,16.565,16.504,16.542,16.569,16.54,24.858,24.851,24.85,24.863,24.866,24.866,24.864,24.87,24.866,0,4.169
A0067885B3 171958 T0411A 200910,A0067885B3 171958 S0411A 200910,16.554,16.558,16.549,16.533,16.518,16.518,16.534,16.549,16.533,24.866,24.863,24.861,24.877,24.88,24.875,24.875,24.882,24.879,2,4.175
A0067885B3 171958 T0412A 200910,A0067885B3 171958 S0412A 200910,16.543,16.556,16.551,16.54,16.471,16.52,16.556,16.493,16.538,24.868,24.864,24.864,24.871,24.877,24.875,24.87,24.878,24.873,7,4.186
A0067885B3 171958 T0413A 200910,A0067885B3 171958 S0413A 200910,16.559,16.575,16.534,16.551,16.506,16.529,16.566,16.524,16.548,24.865,24.865,24.861,24.876,24.879,24.876,24.873,24.881,24.875,0,4.169
A0067885B3 171958 T0414A 200910,A0067885B3 171958 S0414A 200910,16.545,16.553,16.539,16.496,16.49,16.502,16.526,16.471,16.531,24.86,24.857,24.85,24.866,24.868,24.867,24.864,24.871,24.862,2,4.175
A0067885B3 171958 T0415A 200910,A0067885B3 171958 S0415A 200910,16.563,16.569,16.543,16.538,16.522,16.509,16.553,16.528,16.536,24.868,24.865,24.859,24.874,24.88,24.874,24.873,24.877,24.875,7,4.186
A0067885B3 171958 T0416A 200910,A0067885B3 171958 S0416A 200910,16.518,16.551,16.531,16.494,16.482,16.511,16.522,16.49,16.537,24.863,24.861,24.858,24.874,24.878,24.874,24.871,24.879,24.872,2,4.175
A0067885B3 171958 T0417A 200910,A0067885B3 171958 S0417A 200910,16.545,16.579,16.549,16.531,16.508,16.546,16.557,16.51,16.568,24.861,24.862,24.857,24.866,24.872,24.868,24.864,24.873,24.866,7,4.186
A0067885B3 171958 T0418A 200910,A0067885B3 171958 S0418A 200910,16.537,16.566,16.522,16.507,16.513,16.495,16.537,16.502,16.526,24.866,24.863,24.859,24.873,24.878,24.873,24.868,24.877,24.868,0,4.169
A0067885B3 171958 T0419A 200910,A0067885B3 171958 S0419A 200910,16.532,16.576,16.543,16.522,16.531,16.541,16.547,16.547,16.551,24.865,24.86,24.857,24.876,24.877,24.871,24.872,24.876,24.871,2,4.175
A0067885B3 171958 T0420A 200910,A0067885B3 171958 S0420A 200910,16.545,16.567,16.554,16.561,16.511,16.569,16.591,16.541,16.554,24.864,24.866,24.857,24.872,24.875,24.87,24.869,24.876,24.867,7,4.186
A0067885B3 171958 T0421A 200910,A0067885B3 171958 S0421A 200910,16.526,16.555,16.539,16.49,16.479,16.522,16.523,16.497,16.533,24.867,24.867,24.86,24.876,24.877,24.874,24.872,24.878,24.871,0,4.169
A0067885B3 171958 T0422A 200910,A0067885B3 171958 S0422A 200910,16.562,16.578,16.535,16.547,16.526,16.526,16.552,16.546,16.548,24.869,24.862,24.859,24.876,24.877,24.874,24.872,24.876,24.872,2,4.175
A0067885B3 171958 T0423A 200910,A0067885B3 171958 S0423A 200910,16.524,16.559,16.534,16.527,16.503,16.522,16.546,16.523,16.543,24.866,24.866,24.861,24.874,24.882,24.875,24.873,24.878,24.875,7,4.186
A0067885B3 171958 T0424A 200910,A0067885B3 171958 S0424A 200910,16.547,16.573,16.536,16.561,16.533,16.531,16.548,16.545,16.557,24.86,24.861,24.855,24.871,24.873,24.867,24.866,24.873,24.868,0,4.169
A0067885B3 171958 T0425A 200910,A0067885B3 171958 S0425A 200910,16.55,16.569,16.56,16.551,16.54,16.546,16.576,16.55,16.561,24.862,24.864,24.858,24.871,24.877,24.872,24.872,24.881,24.873,2,4.175
A0067885B3 171958 T0426A 200910,A0067885B3 171958 S0426A 200910,16.552,16.558,16.562,16.535,16.505,16.571,16.556,16.52,16.59,24.866,24.866,24.862,24.876,24.881,24.878,24.874,24.88,24.878,7,4.186
A0067885B3 171958 T0427A 200910,A0067885B3 171958 S0427A 200910,16.554,16.561,16.55,16.548,16.542,16.54,16.562,16.572,16.555,24.864,24.86,24.856,24.874,24.876,24.873,24.872,24.877,24.872,0,4.169
A0067885B3 171958 T0428A 200910,A0067885B3 171958 S0428A 200910,16.519,16.563,16.534,16.53,16.502,16.529,16.558,16.512,16.549,24.867,24.867,24.862,24.876,24.882,24.876,24.872,24.881,24.876,1,4.172
A0067885B3 171958 T0429A 200910,A0067885B3 171958 S0429A 200910,16.535,16.573,16.541,16.519,16.528,16.507,16.542,16.535,16.53,24.85,24.849,24.842,24.861,24.862,24.856,25.224,25.22,25.281,7,4.186
A0067885B3 171958 T0430A 200910,A0067885B3 171958 S0430A 200910,16.545,16.563,16.529,16.529,16.563,16.519,16.553,16.557,16.554,24.864,24.865,24.86,24.873,24.879,24.873,24.876,24.879,24.874,1,4.172
A0067885B3 171958 T0431A 200910,A0067885B3 171958 S0431A 200910,16.541,16.569,16.554,16.521,16.509,16.539,16.543,16.539,16.541,24.862,24.861,24.857,24.871,24.873,24.869,24.866,24.873,24.867,2,4.175
A0067885B3 171958 T0432A 200910,A0067885B3 171958 S0432A 200910,16.542,16.56,16.532,16.535,16.517,16.537,16.55,16.539,16.55,24.863,24.864,24.86,24.868,24.876,24.871,24.869,24.875,24.87,7,4.186
A0067885B3 171958 T0433A 200910,A0067885B3 171958 S0433A 200910,16.535,16.559,16.545,16.526,16.541,16.545,16.538,16.571,16.556,24.859,24.857,24.854,24.869,24.87,24.868,24.868,24.874,24.867,1,4.172
A0067885B3 171958 T0434A 200910,A0067885B3 171958 S0434A 200910,16.534,16.548,16.563,16.524,16.509,16.547,16.56,16.525,16.543,24.864,24.865,24.864,24.871,24.878,24.875,24.872,24.878,24.873,2,4.175
A0067885B3 171958 T0435A 200910,A0067885B3 171958 S0435A 200910,16.538,16.563,16.532,16.52,16.521,16.496,16.544,16.526,16.519,24.867,24.865,24.859,24.871,24.876,24.871,24.868,24.875,24.869,7,4.186
A0067885B3 171958 T0436A 200910,A0067885B3 171958 S0436A 200910,16.551,16.573,16.549,16.538,16.544,16.542,16.556,16.553,16.571,24.865,24.862,24.856,24.87,24.875,24.868,24.869,24.875,24.871,2,4.175
A0067885B3 171958 T0437A 200910,A0067885B3 171958 S0437A 200910,16.522,16.587,16.523,16.5,16.53,16.51,16.516,16.547,16.534,24.864,24.862,24.857,24.873,24.877,24.872,25.235,25.215,24.875,2,4.175
A0067885B3 171958 T0438A 200910,A0067885B3 171958 S0438A 200910,16.555,16.568,16.546,16.551,16.551,16.528,16.566,16.572,16.542,24.864,24.861,24.856,24.871,24.876,24.869,24.869,24.876,24.872,7,4.186
A0067885B3 171958 T0439A 200910,A0067885B3 171958 S0439A 200910,16.535,16.557,16.555,16.543,16.503,16.542,16.572,16.514,14.279,24.861,24.861,24.856,24.87,24.874,24.87,24.868,24.877,24.87,2,4.175
A0067885B3 171958 T0440A 200910,A0067885B3 171958 S0440A 200910,16.535,16.553,16.532,16.534,16.541,16.52,16.554,16.549,16.548,24.861,24.861,24.857,24.871,24.876,24.87,24.87,24.875,24.869,2,4.175
A0067885B3 171958 T0441A 200910,A0067885B3 171958 S0441A 200910,16.541,16.583,16.536,16.561,16.535,16.519,16.567,16.542,16.558,24.869,24.862,24.858,24.874,24.878,24.871,24.873,24.872,24.873,7,4.186
A0067885B3 171958 T0442A 200910,A0067885B3 171958 S0442A 200910,16.538,16.589,16.564,16.559,16.531,16.538,16.574,16.555,16.564,24.858,24.851,24.85,24.863,24.863,24.861,24.86,24.863,24.86,2,4.175
A0067885B3 171958 T0443A 200910,A0067885B3 171958 S0443A 200910,16.546,16.549,16.55,16.536,16.515,16.551,16.553,16.536,16.569,24.862,24.857,24.856,24.867,24.872,24.868,24.865,24.871,24.868,2,4.175
A0067885B3 171958 T0444A 200910,A0067885B3 171958 S0444A 200910,16.561,16.556,16.545,16.546,16.546,16.515,16.563,16.554,16.55,24.86,24.857,24.852,24.86,24.866,24.863,24.861,24.868,24.864,7,4.186
A0067885B3 171958 T0445A 200910,A0067885B3 171958 S0445A 200910,16.565,16.588,16.568,16.558,16.523,16.561,16.581,16.539,16.575,24.865,24.862,24.86,24.875,24.881,24.874,24.875,24.88,24.876,7,4.186
A0067885B3 171958 T0446A 200910,A0067885B3 171958 S0446A 200910,16.538,16.549,16.557,16.523,16.48,16.56,16.558,16.497,16.573,24.862,24.86,24.857,24.869,24.87,24.87,24.862,24.867,24.865,2,4.175
A0067885B3 171958 T0447A 200910,A0067885B3 171958 S0447A 200910,16.547,16.553,16.576,16.552,16.508,16.554,16.582,16.524,16.56,24.864,24.862,24.859,24.875,24.877,24.872,24.869,24.874,24.871,7,4.186
A0067885B3 171958 T0448A 200910,A0067885B3 171958 S0448A 200910,16.543,16.559,16.547,16.565,16.487,16.55,16.577,16.509,16.566,24.857,24.855,24.853,24.867,24.869,24.868,24.866,24.874,24.866,7,4.186
A0067885B3 171958 T0449A 200910,A0067885B3 171958 S0449A 200910,16.53,16.577,16.557,16.532,16.557,16.566,16.561,16.578,16.574,24.866,24.863,24.86,24.876,24.88,24.876,24.875,24.877,24.875,2,4.175
A0067885B3 171958 T0450A 200910,A0067885B3 171958 S0450A 200910,16.547,16.553,16.561,16.544,16.512,16.547,16.563,16.535,16.553,24.857,24.857,24.851,24.864,24.869,24.865,24.864,24.871,24.866,7,4.186
A0067885B3 171958 T0451A 200910,A0067885B3 171958 S0451A 200910,16.518,16.558,16.528,16.491,16.494,16.49,16.521,16.504,16.504,24.859,24.858,24.855,24.868,24.872,24.868,24.867,24.873,24.869,2,4.175
A0067885B3 171958 T0452A 200910,A0067885B3 171958 S0452A 200910,16.545,16.576,16.545,16.556,16.544,16.528,16.591,16.536,16.557,24.868,24.867,24.863,24.875,24.882,24.879,24.875,24.882,24.877,2,4.175
A0067885B3 171958 T0453A 200910,A0067885B3 171958 S0453A 200910,16.536,16.582,16.543,16.518,16.552,16.537,16.531,16.548,16.57,24.861,24.859,24.853,24.868,24.869,24.869,24.869,24.872,24.87,10,4.192
A0067885B3 171958 T0454A 200910,A0067885B3 171958 S0454A 200910,16.555,16.556,16.544,16.535,16.513,16.519,16.54,16.539,16.545,24.858,24.854,24.854,24.866,24.868,24.866,24.866,24.87,24.868,7,4.186
A0067885B3 171958 T0455A 200910,A0067885B3 171958 S0455A 200910,16.539,16.587,16.528,16.551,16.536,16.546,16.565,16.544,16.579,24.868,24.866,24.863,24.877,24.882,24.877,24.876,24.878,24.874,1,4.172
A0067885B3 171958 T0456A 200910,A0067885B3 171958 S0456A 200910,16.533,16.566,16.561,16.519,16.527,16.545,16.549,16.536,16.555,24.868,24.869,24.865,24.877,24.882,24.875,24.876,24.884,24.877,7,4.186
A0067885B3 171958 T0457A 200910,A0067885B3 171958 S0457A 200910,16.537,16.586,16.519,16.513,16.532,16.505,16.547,16.527,16.535,24.864,24.862,24.858,24.872,24.875,24.869,24.87,24.876,24.869,7,4.186
A0067885B3 171958 T0458A 200910,A0067885B3 171958 S0458A 200910,16.543,16.555,16.55,16.503,16.486,16.543,16.529,16.499,16.552,24.865,24.864,24.864,24.874,24.879,24.877,24.875,24.881,24.876,2,4.175
A0067885B3 171958 T0459A 200910,A0067885B3 171958 S0459A 200910,16.53,16.557,16.525,16.538,16.473,16.497,16.555,16.484,16.519,24.864,24.863,24.86,24.872,24.873,24.873,24.862,24.869,24.862,7,4.186
A0067885B3 171958 T0460A 200910,A0067885B3 171958 S0460A 200910,16.556,16.55,16.55,16.552,16.505,16.528,16.572,16.518,16.543,24.861,24.863,24.855,24.869,24.876,24.871,24.872,24.876,24.87,2,4.175
A0067885B3 171958 T0461A 200910,A0067885B3 171958 S0461A 200910,16.551,16.561,16.554,16.555,16.525,16.531,16.575,16.531,16.561,24.866,24.865,24.859,24.873,24.878,24.873,24.872,24.88,24.877,7,4.186
A0067885B3 171958 T0462A 200910,A0067885B3 171958 S0462A 200910,16.557,16.587,16.537,16.553,16.541,16.539,16.559,16.551,16.553,24.863,24.865,24.86,24.871,24.877,24.872,24.869,24.877,24.869,7,4.186
A0067885B3 171958 T0463A 200910,A0067885B3 171958 S0463A 200910,16.535,16.542,16.549,16.515,16.483,16.523,16.531,16.508,16.532,24.865,24.863,24.86,24.874,24.877,24.873,24.87,24.876,24.873,2,4.175
A0067885B3 171958 T0464A 200910,A0067885B3 171958 S0464A 200910,16.541,16.576,16.552,16.497,16.54,16.53,16.52,16.549,16.543,24.859,24.855,24.855,24.863,24.871,24.868,24.864,24.871,24.866,7,4.186
A0067885B3 171958 T0465A 200910,A0067885B3 171958 S0465A 200910,16.551,16.566,16.559,16.54,16.523,16.543,16.572,16.512,16.576,24.861,24.861,24.855,24.869,24.873,24.868,24.868,24.871,24.868,7,4.186
